rs10004195	Lesion of stomach
rs662	Alzheimer's Disease
rs662	Amyotrophic Lateral Sclerosis
rs662	Angina, Unstable
rs662	Arteriosclerosis
rs662	Asthma
rs662	Atherosclerosis
rs662	Autistic Disorder
rs662	B-Cell Lymphomas
rs662	Bipolar Disorder
rs662	Bipolar I disorder
rs662	Brain Neoplasms
rs662	Breast Carcinoma
rs662	Carcinogenesis
rs662	Cardiovascular Diseases
rs662	Carotid Atherosclerosis
rs662	Cavernous Hemangioma of Brain
rs662	Cerebrovascular accident
rs662	Chronic Kidney Diseases
rs662	Colorectal Cancer
rs662	Colorectal Carcinoma
rs662	Coronary Arteriosclerosis
rs662	Coronary Artery Disease
rs662	Coronary Artery Vasospasm
rs662	Coronary heart disease
rs662	Coronary Stenosis
rs662	Dementia
rs662	Dementia, Vascular
rs662	Depressive disorder
rs662	Depressive Symptoms
rs662	Diabetes
rs662	Diabetes Mellitus
rs662	Diabetes Mellitus, Non-Insulin-Dependent
rs662	Embryonal Neoplasm
rs662	Fabry Disease
rs662	Fibrillation
rs662	First myocardial infarction
rs662	Gestational Diabetes
rs662	Hypercholesterolemia, Familial
rs662	Hypertensive disease
rs662	IGA Glomerulonephritis
rs662	Ischemic Cerebrovascular Accident
rs662	Ischemic stroke
rs662	leukemia
rs662	Leukemia, Myelocytic, Acute
rs662	Major Depressive Disorder
rs662	Male infertility
rs662	Malignant neoplasm of breast
rs662	Malignant neoplasm of stomach stage IV
rs662	Mental Depression
rs662	Metabolic Syndrome X
rs662	Microangiopathy, Diabetic
rs662	Mood Disorders
rs662	Multiple Sclerosis
rs662	Myocardial Infarction
rs662	Myocardial Ischemia
rs662	Nephroblastoma
rs662	Nicotine Dependence
rs662	Obesity
rs662	Presenile dementia
rs662	Primary hypercholesterolemia
rs662	Rheumatoid Arthritis
rs662	Schizophrenia
rs662	Spina Bifida
rs662	Unipolar Depression
rs662	Uterine Fibroids
rs6631	Male infertility
rs664677	Breast Carcinoma
rs664677	Carcinoma of lung
rs664677	Malignant neoplasm of breast
rs664677	Malignant neoplasm of lung
rs664677	Papillary thyroid carcinoma
rs66554220	Chronic Lymphocytic Leukemia
rs66554220	IMMUNE SUPPRESSION
rs6656401	Alzheimer's Disease
rs6656401	Impaired cognition
rs6666089	Sense of smell altered
rs6672420	Helicobacter pylori infection
rs6672420	Malignant neoplasm of stomach
rs6672420	Stomach Carcinoma
rs66737902	Parkinson Disease
rs6674171	Aortic Aneurysm
rs6674171	Aortic Aneurysm, Abdominal
rs6677604	IGA Glomerulonephritis
rs6677604	Kidney Diseases
rs6677604	Lupus Erythematosus, Systemic
rs6679677	Crohn Disease
rs6679677	Diabetes Mellitus, Insulin-Dependent
rs6679677	Hypothyroidism
rs6679677	Rheumatoid Arthritis
rs6680429	Vitamin D Deficiency
rs6682082	Essential Hypertension
rs6684439	Hepatitis B
rs6684439	Liver carcinoma
rs6688832	Cortisone reductase deficiency
rs6688832	CORTISONE REDUCTASE DEFICIENCY 1
rs6688832	Hyperandrogenism
rs6688832	Obesity
rs6688832	Ovarian Diseases
rs6688832	Polycystic Ovary Syndrome
rs6690993	Amyotrophic Lateral Sclerosis, Sporadic
rs6691170	Colorectal Neoplasms
rs6691378	Asthma
rs6691378	invasive cancer
rs6691840	Alcoholic Intoxication, Chronic
rs6691840	Alcohol Withdrawal Delirium
rs6691840	Schizophrenia
rs669260	Dengue Fever
rs669260	Measles
rs669260	Rubella
rs6700125	Amyotrophic Lateral Sclerosis, Sporadic
rs6700896	Coronary Arteriosclerosis
rs6700896	Coronary heart disease
rs6700896	Diabetes Mellitus, Non-Insulin-Dependent
rs6700896	Non-alcoholic Fatty Liver Disease
rs6701037	Alcoholic Intoxication, Chronic
rs6701713	Alzheimer's Disease
rs6703183	Amyotrophic Lateral Sclerosis
rs6703630	Uveitis
rs670	Breast Carcinoma
rs670	Dyslipidemias
rs670	Malignant neoplasm of breast
rs670	Metabolic Syndrome X
rs670	Obesity, Abdominal
rs6717980	Diabetes Mellitus, Non-Insulin-Dependent
rs6717980	Kidney Diseases
rs671	Alcohol abuse
rs671	Alcoholic Intoxication, Chronic
rs671	Cerebrovascular accident
rs671	Colorectal Cancer
rs671	Colorectal Carcinoma
rs671	Coronary Arteriosclerosis
rs671	Coronary Artery Disease
rs671	Coronary heart disease
rs671	Diabetes Mellitus
rs671	Dyslipidemias
rs671	Epilepsy
rs671	Esophageal carcinoma
rs671	Esophageal Neoplasms
rs671	Essential Hypertension
rs671	Flushing
rs671	Hepatocarcinogenesis
rs671	Hyperglycemia
rs671	Intracranial Aneurysm
rs671	Kidney Failure, Chronic
rs671	Malignant neoplasm of esophagus
rs671	Malignant neoplasm of liver
rs671	Malignant neoplasm of pancreas
rs671	Malignant neoplasm of stomach
rs671	Myocardial Infarction
rs671	Pancreatic carcinoma
rs671	Squamous cell carcinoma of esophagus
rs671	Squamous cell carcinoma of the head and neck
rs671	Stomach Carcinoma
rs6721961	Carcinoma of lung
rs6721961	Huntington Disease
rs6721961	Malignant neoplasm of lung
rs6735330	Autistic Disorder
rs67384697	HIV Infections
rs67384697	Psoriasis
rs6742078	Cholecystolithiasis
rs6742078	Cholelithiasis
rs6742078	Gilbert Disease (disorder)
rs6742078	Myocardial Ischemia
rs6746030	Erythromelalgia
rs6746082	Multiple Myeloma
rs6746896	Bipolar Disorder
rs6747972	Restless Legs Syndrome
rs67491583	Colorectal Cancer
rs67491583	Colorectal Carcinoma
rs6749447	Blood pressure finding
rs6749447	Hypertensive disease
rs6749447	Systemic arterial pressure
rs6755028	Asthma
rs6756629	Cholelithiasis
rs6759952	Thyroid carcinoma
rs6766410	Obsessive-Compulsive Disorder
rs6766410	Osteochondritis Dissecans
rs6769511	Diabetes Mellitus, Non-Insulin-Dependent
rs6773854	Diffuse Large B-Cell Lymphoma
rs6785049	Crohn Disease
rs6785049	Ulcerative Colitis
rs6785	Major Depressive Disorder
rs6785	Unipolar Depression
rs6788895	Malignant neoplasm of breast
rs6795735	Age related macular degeneration
rs6795970	Heart Block
rs6797133	Left Ventricular Hypertrophy
rs6798015	Electrocardiogram: P-R interval
rs680244	NEUROTICISM
rs680	body mass
rs680	Colon Carcinoma
rs680	Malignant tumor of colon
rs680	Muscle damage
rs680	Overweight
rs680	Systemic arterial pressure
rs6812193	Parkinson Disease
rs6812849	Post-Traumatic Stress Disorder
rs6813195	Diabetes Mellitus, Non-Insulin-Dependent
rs6815464	Diabetes Mellitus, Non-Insulin-Dependent
rs681591	Spinocerebellar Ataxia 12
rs6817952	Inflammatory Bowel Diseases
rs6820411	Age related macular degeneration
rs6820411	Atrophic condition of skin
rs6822844	Addison's disease due to autoimmunity
rs6822844	Autoimmune Diseases
rs6822844	Autoimmune Primary Adrenal Insufficiency
rs6822844	Celiac Disease
rs6822844	Diabetes Mellitus, Insulin-Dependent
rs6822844	Giant Cell Arteritis
rs6822844	Lupus Erythematosus, Systemic
rs6822844	Malignant neoplasm of prostate
rs6822844	Multiple Sclerosis
rs6822844	Prostate carcinoma
rs6822844	Rheumatoid Arthritis
rs6822844	Sjogren's Syndrome
rs6822844	Vasculitis
rs6825004	Parkinson Disease
rs6828523	Breast Carcinoma
rs6828523	Malignant neoplasm of breast
rs6828740	Erythema Nodosum
rs6828740	Inflammatory Bowel Diseases
rs6832151	Graves Disease
rs6832151	Systemic Scleroderma
rs6834555	Alzheimer's Disease
rs6842241	Intracranial Aneurysm
rs6844176	Acute GVH disease
rs684513	Cocaine Dependence
rs6853	Tuberculosis, Pulmonary
rs685428	Diabetes
rs685428	Diabetes Mellitus
rs6855911	Hyperuricemia
rs6855911	Phobia, Social
rs6857600	B-Cell Lymphomas
rs6857715	Pediatric Obesity
rs6859219	Rheumatoid Arthritis
rs6859	Alzheimer Disease, Late Onset
rs6859	Alzheimer's Disease
rs6865969	Coronary Artery Disease
rs6869366	Non-Small Cell Lung Carcinoma
rs6877842	Chronic Lymphocytic Leukemia
rs6877842	Ovarian Failure, Premature
rs6877842	T-Cell Lymphoma
rs6877842	Turner Syndrome
rs6883877	Epilepsy
rs6885224	Myopia
rs6885224	Severe myopia
rs6887695	Arthritis, Psoriatic
rs6887695	Arthropathy, Erosive
rs6887695	Autoimmune Diseases
rs6887695	Crohn Disease
rs6887695	Inflammatory Bowel Diseases
rs6887695	Multiple Sclerosis
rs6887695	Psoriasis
rs6887695	Psoriasis vulgaris
rs6887695	Salivary Gland Pleomorphic Adenoma
rs6887695	Ulcerative Colitis
rs6888451	Sleep Apnea, Obstructive
rs688	Alzheimer's Disease
rs688	Cardiovascular Diseases
rs688	Cerebral Infarction
rs688	Cerebrovascular accident
rs688	Coronary Arteriosclerosis
rs688	Coronary Artery Disease
rs688	Coronary heart disease
rs688	Hypertensive disease
rs689465	Malignant neoplasm of prostate
rs689465	Prostate carcinoma
rs689466	Breast Carcinoma
rs689466	Colorectal Cancer
rs689466	Colorectal Carcinoma
rs689466	Drug usage
rs689466	Gallbladder Carcinoma
rs689466	Helicobacter pylori infection
rs689466	Malignant neoplasm of breast
rs689466	Malignant neoplasm of gallbladder
rs689466	Malignant neoplasm of prostate
rs689466	Malignant neoplasm of stomach
rs689466	Prostate carcinoma
rs689466	Skin carcinoma
rs689466	Stomach Carcinoma
rs6897932	Autoimmune Diseases
rs6897932	Diabetes Mellitus, Insulin-Dependent
rs6897932	HIV Infections
rs6897932	Measles
rs6897932	Multiple Sclerosis
rs6898743	Adenocarcinoma Of Esophagus
rs6898743	Malignant neoplasm of gastrointestinal tract
rs6898743	Squamous cell carcinoma of esophagus
rs689	Autoimmune thyroid disease
rs689	Diabetes
rs689	Diabetes Mellitus
rs689	Diabetes Mellitus, Insulin-Dependent
rs689	Diabetes Mellitus, Non-Insulin-Dependent
rs690037	Low Tension Glaucoma
rs6902119	Generalized vitiligo
rs6902123	Diabetes
rs6902123	Diabetes Mellitus
rs6902123	Diabetes Mellitus, Non-Insulin-Dependent
rs6903608	Classical Hodgkin's Lymphoma
rs6903874	Bipolar Disorder
rs6903874	Mental Depression
rs6903874	Schizophrenia
rs6903956	Arteriosclerosis
rs6903956	Atherosclerosis
rs6903956	Coronary Artery Disease
rs6907340	Endometriosis
rs6908425	Crohn Disease
rs6908425	Diabetes Mellitus, Non-Insulin-Dependent
rs6908425	Ulcerative Colitis
rs6910730	Impaired cognition
rs6910730	Inflammation
rs6910730	Premature Birth
rs6910730	Senile Plaques
rs6918698	Hepatitis C, Chronic
rs6918698	Systemic Scleroderma
rs6922269	Acute Coronary Syndrome
rs6922269	Coronary Arteriosclerosis
rs6922269	Coronary Artery Disease
rs6922269	Coronary heart disease
rs6923761	Metabolic Syndrome X
rs6923761	Obesity
rs692527	Leprosy, Multibacillary
rs692527	Leprosy, Paucibacillary
rs6928499	Nicotine Dependence
rs6928499	Polysubstance dependence
rs6929846	Chronic Kidney Diseases
rs6929846	Diabetes
rs6929846	Diabetes Mellitus
rs6929846	Hypertensive disease
rs6929846	Myocardial Infarction
rs6931514	Diabetes Mellitus, Non-Insulin-Dependent
rs6932056	Systemic Scleroderma
rs6932590	Schizophrenia
rs6932902	Hypospadias
rs6932902	Penile hypospadias
rs6934903	Sickle Cell Trait
rs693955	Leukopenia
rs693955	Neutropenia
rs693	Breast Carcinoma
rs693	Carotid Atherosclerosis
rs693	Cholecystolithiasis
rs693	Cholelithiasis
rs693	Diabetes Mellitus, Non-Insulin-Dependent
rs693	Dyslipidemias
rs693	Hypercholesterolemia
rs693	Malignant neoplasm of breast
rs693	Malignant neoplasm of gallbladder
rs6943555	Autistic Disorder
rs694539	Hyperhomocysteinemia
rs694539	Precursor Cell Lymphoblastic Leukemia Lymphoma
rs6948	Lymphoma, Non-Hodgkin
rs6948	Multiple Myeloma
rs6949149	Breast Carcinoma
rs6949149	Malignant neoplasm of breast
rs6950683	Liver carcinoma
rs69510130	Autistic Disorder
rs6960920	Autoimmune Diseases
rs696217	Adenocarcinoma Of Esophagus
rs696217	Anorexia Nervosa
rs696217	Breast Carcinoma
rs696217	Bulimia Nervosa
rs696217	Coronary Arteriosclerosis
rs696217	Coronary Artery Disease
rs696217	Diabetes
rs696217	Diabetes Mellitus
rs696217	Diabetes Mellitus, Non-Insulin-Dependent
rs696217	Diabetic Nephropathy
rs696217	Eating Disorders
rs696217	Impaired glucose tolerance
rs696217	Malignant neoplasm of breast
rs696217	Metabolic Syndrome X
rs696217	Obesity
rs696217	Ovarian Diseases
rs696217	Polycystic Ovary Syndrome
rs6964824	Colonic Neoplasms
rs6964824	Rectal Neoplasms
rs6964824	Rectal Tumors
rs6966	Acute lymphocytic leukemia
rs6966	Carcinoma of lung
rs6966	Malignant neoplasm of lung
rs6966	Precursor Cell Lymphoblastic Leukemia Lymphoma
rs6967330	Asthma
rs6967330	Behcet Syndrome
rs6967330	Wheezing
rs6971499	Malignant neoplasm of pancreas
rs6971	Bipolar Disorder
rs6971	Multiple Sclerosis
rs6973569	Neoplasm Metastasis
rs6982502	Non-alcoholic Fatty Liver Disease
rs6982567	Exudative age-related macular degeneration
rs6983267	Breast Carcinoma
rs6983267	Colon Carcinoma
rs6983267	Colorectal Cancer
rs6983267	Colorectal Carcinoma
rs6983267	Malignant neoplasm of breast
rs6983267	Malignant neoplasm of prostate
rs6983267	Malignant neoplasm of thyroid
rs6983267	Malignant tumor of colon
rs6983267	Papillary thyroid carcinoma
rs6983267	Prostate carcinoma
rs6983267	Thyroid carcinoma
rs6983561	Malignant neoplasm of pancreas
rs6983561	Malignant neoplasm of prostate
rs6983561	Pancreatic carcinoma
rs6983561	Prostate carcinoma
rs698	Alcohol abuse
rs698	Cancer of Head and Neck
rs698	Drug abuse
rs698	Liver diseases
rs698	Malignant neoplasm of pancreas
rs698	Malignant neoplasm of stomach
rs698	Nicotine Dependence
rs698	Pancreatic carcinoma
rs698	Stomach Carcinoma
rs6990097	Breast Carcinoma
rs6990097	Malignant neoplasm of breast
rs6990097	Secondary malignant neoplasm of lymph node
rs6994992	Atrial Septal Defects
rs6994992	Expressed Emotion
rs6994992	Major Depressive Disorder
rs6994992	Nonorganic psychosis
rs6994992	Psychotic Disorders
rs6994992	Schizophrenia
rs6994992	Unipolar Depression
rs699947	Carcinoma of lung
rs699947	Carpal Tunnel Syndrome
rs699947	Diabetic Retinopathy
rs699947	Lip and Oral Cavity Carcinoma
rs699947	Malignant neoplasm of lung
rs699947	Malignant neoplasm of mouth
rs699947	Mucocutaneous Lymph Node Syndrome
rs699947	Multiple Myeloma
rs699947	Retinal Diseases
rs699	Chronic glomerulonephritis
rs699	Diabetes
rs699	Diabetes Mellitus
rs699	Diabetic Nephropathy
rs699	Essential Hypertension
rs699	Hepatitis C, Chronic
rs699	Hypertensive disease
rs699	Kidney Diseases
rs699	Liver diseases
rs7000448	Malignant neoplasm of prostate
rs7000448	Prostate carcinoma
rs7003146	Breast Carcinoma
rs7003146	Malignant neoplasm of breast
rs7003908	Carcinoma of bladder
rs7003908	Glioblastoma
rs7003908	Glioblastoma Multiforme
rs7003908	Leukoplakia
rs7003908	Liver carcinoma
rs7003908	Malignant neoplasm of prostate
rs7003908	Malignant neoplasm of urinary bladder
rs7003908	Prostate carcinoma
rs7003945	Dyslipidemias
rs700518	Breast Carcinoma
rs700518	Malignant neoplasm of breast
rs700519	Breast Carcinoma
rs700519	Endometriosis
rs700519	Malignant neoplasm of breast
rs700519	Mammographic Density
rs700519	Ovarian Diseases
rs700651	Intracranial Aneurysm
rs7007329	Ischemic Cerebrovascular Accident
rs7007329	Ischemic stroke
rs7009110	Hay fever
rs7011	Multiple Myeloma
rs701428	Prodromal Symptoms
rs7014346	Breast Carcinoma
rs7014346	Malignant neoplasm of breast
rs701848	Renal Cell Carcinoma
rs7021206	Rheumatoid Arthritis
rs7023329	Adenoma of large intestine
rs7023329	melanoma
rs7023329	Nevus
rs7023329	Osteosarcoma
rs7023329	Osteosarcoma of bone
rs7023329	Skin Neoplasms
rs7023329	Sunburn
rs702424	Taste bitter
rs7025486	Aortic Aneurysm, Abdominal
rs702553	Carotid Atherosclerosis
rs702553	Cerebrovascular accident
rs702689	Wheezing
rs7028661	Malignant neoplasm of thyroid
rs7028661	Thyroid carcinoma
rs702966	Lupus Erythematosus, Systemic
rs7030789	Sleep Apnea, Obstructive
rs7037117	Glaucoma, Primary Open Angle
rs703817	Eczema Herpeticum
rs703817	leukemia
rs703817	Leukemia, Myelocytic, Acute
rs703817	Precursor Cell Lymphoblastic Leukemia Lymphoma
rs703842	Multiple Sclerosis
rs7040024	Germinoma
rs7040024	Malignant neoplasm of testis
rs7041	Breast Carcinoma
rs7041	Hepatitis B
rs7041	Malignant neoplasm of breast
rs7041	melanoma
rs7045881	Schizophrenia
rs7046736	Primary Myelofibrosis
rs7046736	Thrombocythemia, Essential
rs7057398	Pancreatitis, Chronic
rs7062536	Lupus Erythematosus, Systemic
rs706778	Autoimmune thyroid disease
rs706778	Diabetes Mellitus, Insulin-Dependent
rs706778	Graves Disease
rs706778	Rheumatoid Arthritis
rs706778	Thyroiditis
rs7069102	Hodgkin Disease
rs7069102	Huntington Disease
rs7072268	Diabetes Mellitus, Non-Insulin-Dependent
rs707265	Hirschsprung Disease
rs707265	Hirschsprung disease 1
rs7072793	Breast Carcinoma
rs7072793	Malignant neoplasm of breast
rs7077361	Parkinson Disease
rs7078012	Chronic Obstructive Airway Disease
rs707824	Lymphoma
rs7082598	Carcinoma in situ of uterine cervix
rs708272	Acute Coronary Syndrome
rs708272	Cardiovascular Diseases
rs708272	Cholecystolithiasis
rs708272	Cholelithiasis
rs708272	Malignant neoplasm of gallbladder
rs708272	Myocardial Infarction
rs708567	Anemia
rs708567	Malaria
rs708567	Parasitemia
rs7085725	Liver carcinoma
rs7086803	Malignant neoplasm of lung
rs7087131	Squamous cell carcinoma of esophagus
rs7097397	Lupus Erythematosus, Systemic
rs7097397	Rheumatoid Arthritis
rs709805	Colorectal Cancer
rs709805	Colorectal Carcinoma
rs70991108	Nasopharyngeal carcinoma
rs709930	Machado-Joseph Disease
rs7100623	Diabetes Mellitus, Non-Insulin-Dependent
rs7104980	Essential Hypertension
rs710521	Bladder Neoplasm
rs710521	Carcinoma of bladder
rs710521	Malignant neoplasm of urinary bladder
rs7105934	Renal Cell Carcinoma
rs7127900	Malignant neoplasm of prostate
rs7127900	Prostatic Neoplasms
rs712	Cervical Squamous Cell Carcinoma
rs712	Colorectal Cancer
rs712	Colorectal Carcinoma
rs712	Malignant neoplasm of stomach
rs712	Neoplasm Metastasis
rs712	Papillary thyroid carcinoma
rs712	Stomach Carcinoma
rs7130173	Colorectal Cancer
rs7130173	Colorectal Carcinoma
rs7138803	Diabetes Mellitus, Non-Insulin-Dependent
rs7138803	Hypertensive disease
rs7138803	Metabolic Syndrome X
rs7138803	Obesity
rs7142143	Leukemia, Lymphocytic, Acute, L1
rs71428439	Conventional (Clear Cell) Renal Cell Carcinoma
rs71428439	Myocardial Infarction
rs715299	Sarcoidosis
rs716508	Osteoarthritis of distal interphalangeal joint
rs716508	Osteoarthritis of the hand
rs7166081	Breast Carcinoma
rs7166081	Malignant neoplasm of breast
rs7169289	Vitamin A Deficiency
rs7170924	Carcinoma of lung
rs7170924	Malignant neoplasm of lung
rs7172156	Mammographic Density
rs7172432	Diabetes
rs7172432	Diabetes Mellitus
rs7172432	Diabetes Mellitus, Non-Insulin-Dependent
rs717620	Diarrhea
rs717620	Non-Small Cell Lung Carcinoma
rs717620	Small cell carcinoma of lung
rs71802646	Allergic asthma
rs7181486	Chronic Obstructive Airway Disease
rs718226	Lesion of stomach
rs718314	Renal Cell Carcinoma
rs718772	Azoospermia
rs7192	Azoospermia
rs7192	Lupus Erythematosus, Systemic
rs7193144	Decrease in appetite
rs7193343	Atrial Fibrillation
rs7193343	Ischemic Cerebrovascular Accident
rs7193343	Ischemic stroke
rs7194886	Inflammatory Bowel Diseases
rs7194886	Tuberculosis, Pulmonary
rs7195832	Chronic Kidney Diseases
rs719725	Colon Carcinoma
rs719725	Colorectal Cancer
rs719725	Colorectal Carcinoma
